Question,Correct Answer,Name,Category,Type
"Context: Yumpuses are hot. Yumpuses are dumpuses. Each dumpus is not dull. Each wumpus is not red. Dumpuses are impuses. Each impus is large. Impuses are tumpuses. Every tumpus is amenable. Tumpuses are vumpuses. Vumpuses are red. Every vumpus is a jompus. Every jompus is happy. Every jompus is a numpus. Sally is a yumpus.
Question: Is the following statement true or false? Sally is not red.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Yumpuses are floral. Yumpuses are dumpuses. Dumpuses are sweet. Every dumpus is a jompus. Each jompus is luminous. Jompuses are tumpuses. Tumpuses are blue. Every tumpus is a wumpus. Every wumpus is hot. Wumpuses are zumpuses. Every zumpus is large. Numpuses are not hot. Zumpuses are vumpuses. Vumpuses are not opaque. Every vumpus is a rompus. Each rompus is bright. Every rompus is an impus. Wren is a yumpus.
Question: Is the following statement true or false? Wren is not hot.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Jompuses are earthy. Jompuses are wumpuses. Wumpuses are not liquid. Wumpuses are yumpuses. Every yumpus is orange. Impuses are not small. Each yumpus is a dumpus. Dumpuses are transparent. Dumpuses are tumpuses. Tumpuses are small. Each tumpus is a numpus. Every numpus is not bright. Numpuses are rompuses. Every rompus is angry. Rompuses are vumpuses. Vumpuses are nervous. Every vumpus is a zumpus. Max is a jompus.
Question: Is the following statement true or false? Max is small.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Every impus is happy. Each impus is a yumpus. Every yumpus is not floral. Wumpuses are opaque. Yumpuses are tumpuses. Each tumpus is liquid. Every tumpus is a jompus. Jompuses are not cold. Jompuses are dumpuses. Each dumpus is mean. Every dumpus is a rompus. Rompuses are not opaque. Every rompus is a zumpus. Every zumpus is dull. Zumpuses are numpuses. Numpuses are small. Numpuses are vumpuses. Rex is a yumpus.
Question: Is the following statement true or false? Rex is not opaque.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Every impus is not wooden. Impuses are rompuses. Rompuses are dull. Rompuses are jompuses. Every jompus is hot. Jompuses are vumpuses. Vumpuses are brown. Vumpuses are dumpuses. Each dumpus is not small. Dumpuses are yumpuses. Tumpuses are not floral. Every yumpus is floral. Each yumpus is a zumpus. Zumpuses are not happy. Every zumpus is a wumpus. Every wumpus is not mean. Wumpuses are numpuses. Max is a rompus.
Question: Is the following statement true or false? Max is floral.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Every tumpus is cold. Tumpuses are impuses. Impuses are bright. Impuses are yumpuses. Yumpuses are spicy. Every rompus is earthy. Each yumpus is a wumpus. Wumpuses are small. Wumpuses are jompuses. Jompuses are orange. Jompuses are vumpuses. Each vumpus is not earthy. Each vumpus is a dumpus. Fae is an impus.
Question: Is the following statement true or false? Fae is earthy.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Zumpuses are cold. Every tumpus is small. Zumpuses are wumpuses. Wumpuses are orange. Wumpuses are dumpuses. Every dumpus is not sweet. Each dumpus is a vumpus. Each vumpus is liquid. Every vumpus is a numpus. Numpuses are floral. Numpuses are rompuses. Each rompus is happy. Rompuses are impuses. Impuses are not small. Impuses are yumpuses. Yumpuses are not dull. Yumpuses are jompuses. Sam is a dumpus.
Question: Is the following statement true or false? Sam is small.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each tumpus is orange. Rompuses are not temperate. Rompuses are wumpuses. Wumpuses are fruity. Every wumpus is a yumpus. Yumpuses are happy. Yumpuses are vumpuses. Each vumpus is transparent. Each vumpus is a zumpus. Every zumpus is amenable. Every zumpus is a numpus. Every numpus is not orange. Numpuses are dumpuses. Each dumpus is metallic. Every dumpus is a jompus. Sally is a wumpus.
Question: Is the following statement true or false? Sally is not orange.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Rompuses are fruity. Rompuses are wumpuses. Wumpuses are dull. Wumpuses are impuses. Every impus is wooden. Every impus is a vumpus. Every vumpus is not mean. Every vumpus is a jompus. Every jompus is large. Every jompus is a tumpus. Tumpuses are cold. Tumpuses are numpuses. Each numpus is not transparent. Every numpus is a yumpus. Yumpuses are nervous. Each yumpus is a dumpus. Every zumpus is not cold. Stella is a wumpus.
Question: Is the following statement true or false? Stella is cold.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Numpuses are aggressive. Yumpuses are small. Every numpus is an impus. Impuses are shy. Impuses are wumpuses. Wumpuses are red. Wumpuses are rompuses. Each rompus is earthy. Every rompus is a dumpus. Each dumpus is transparent. Dumpuses are vumpuses. Every vumpus is not small. Each vumpus is a tumpus. Tumpuses are metallic. Each tumpus is a zumpus. Zumpuses are dull. Each zumpus is a jompus. Fae is an impus.
Question: Is the following statement true or false? Fae is small.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each numpus is bright. Numpuses are yumpuses. Yumpuses are not kind. Each yumpus is an impus. Every impus is not luminous. Each impus is a vumpus. Each vumpus is transparent. Vumpuses are tumpuses. Tumpuses are not floral. Tumpuses are rompuses. Rompuses are not large. Rompuses are zumpuses. Wumpuses are large. Each zumpus is not cold. Zumpuses are dumpuses. Dumpuses are not shy. Every dumpus is a jompus. Alex is a yumpus.
Question: Is the following statement true or false? Alex is not large.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Numpuses are not metallic. Each yumpus is hot. Yumpuses are dumpuses. Dumpuses are not bright. Every dumpus is a rompus. Every rompus is spicy. Every rompus is a vumpus. Every vumpus is not fruity. Vumpuses are tumpuses. Tumpuses are large. Every tumpus is a wumpus. Every wumpus is not amenable. Every wumpus is a zumpus. Zumpuses are metallic. Every zumpus is an impus. Each impus is not transparent. Every impus is a jompus. Max is a rompus.
Question: Is the following statement true or false? Max is not metallic.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Every numpus is bright. Numpuses are zumpuses. Each zumpus is not fruity. Each zumpus is a yumpus. Each yumpus is bitter. Yumpuses are wumpuses. Every wumpus is feisty. Every wumpus is a dumpus. Each dumpus is angry. Each jompus is large. Each dumpus is a vumpus. Every vumpus is not temperate. Vumpuses are tumpuses. Tumpuses are transparent. Each tumpus is an impus. Each impus is not large. Impuses are rompuses. Alex is a wumpus.
Question: Is the following statement true or false? Alex is not large.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Yumpuses are transparent. Each yumpus is an impus. Every impus is not bright. Each impus is a zumpus. Zumpuses are not large. Zumpuses are jompuses. Every jompus is floral. Rompuses are not sour. Each jompus is a wumpus. Wumpuses are brown. Wumpuses are dumpuses. Every dumpus is not cold. Every dumpus is a vumpus. Every vumpus is not liquid. Vumpuses are numpuses. Each numpus is sour. Every numpus is a tumpus. Stella is a jompus.
Question: Is the following statement true or false? Stella is sour.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Yumpuses are not temperate. Yumpuses are dumpuses. Dumpuses are shy. Each dumpus is a numpus. Every numpus is floral. Numpuses are jompuses. Jompuses are not amenable. Each jompus is a zumpus. Wumpuses are transparent. Zumpuses are not transparent. Zumpuses are impuses. Impuses are brown. Impuses are vumpuses. Each vumpus is not sour. Each vumpus is a tumpus. Tumpuses are wooden. Every tumpus is a rompus. Alex is a yumpus.
Question: Is the following statement true or false? Alex is transparent.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each tumpus is blue. Each tumpus is an impus. Each impus is not sour. Each impus is a wumpus. Wumpuses are feisty. Every wumpus is a yumpus. Every yumpus is hot. Yumpuses are jompuses. Every jompus is not mean. Every jompus is a vumpus. Vumpuses are luminous. Every vumpus is a dumpus. Every zumpus is mean. Sally is a tumpus.
Question: Is the following statement true or false? Sally is mean.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Vumpuses are feisty. Vumpuses are tumpuses. Tumpuses are not large. Tumpuses are zumpuses. Zumpuses are not luminous. Zumpuses are jompuses. Every jompus is not dull. Jompuses are yumpuses. Every yumpus is not earthy. Yumpuses are wumpuses. Rompuses are not red. Wumpuses are transparent. Wumpuses are numpuses. Each numpus is not aggressive. Numpuses are impuses. Every impus is red. Impuses are dumpuses. Wren is a jompus.
Question: Is the following statement true or false? Wren is not red.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Impuses are not angry. Every impus is a vumpus. Each vumpus is not happy. Each vumpus is a yumpus. Every jompus is metallic. Each yumpus is transparent. Every yumpus is a numpus. Each numpus is small. Numpuses are zumpuses. Every zumpus is sweet. Zumpuses are rompuses. Each rompus is orange. Every rompus is a tumpus. Every tumpus is cold. Tumpuses are wumpuses. Wumpuses are not metallic. Each wumpus is a dumpus. Max is a numpus.
Question: Is the following statement true or false? Max is metallic.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each vumpus is not bitter. Vumpuses are yumpuses. Yumpuses are floral. Yumpuses are jompuses. Jompuses are not dull. Every jompus is a tumpus. Each tumpus is happy. Each tumpus is a rompus. Rompuses are liquid. Rompuses are wumpuses. Every wumpus is mean. Wumpuses are zumpuses. Zumpuses are large. Zumpuses are dumpuses. Each dumpus is transparent. Every numpus is not transparent. Every dumpus is an impus. Stella is a tumpus.
Question: Is the following statement true or false? Stella is not transparent.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Yumpuses are not dull. Vumpuses are angry. Each yumpus is a wumpus. Wumpuses are nervous. Each wumpus is a dumpus. Each dumpus is not opaque. Dumpuses are tumpuses. Tumpuses are cold. Each tumpus is an impus. Impuses are floral. Every impus is a zumpus. Every zumpus is wooden. Zumpuses are rompuses. Each rompus is not angry. Rompuses are numpuses. Numpuses are large. Numpuses are jompuses. Wren is a dumpus.
Question: Is the following statement true or false? Wren is angry.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Wumpuses are not wooden. Each wumpus is a tumpus. Each tumpus is sour. Every tumpus is a vumpus. Vumpuses are large. Vumpuses are rompuses. Every rompus is transparent. Rompuses are zumpuses. Zumpuses are not nervous. Jompuses are red. Zumpuses are dumpuses. Dumpuses are bright. Dumpuses are yumpuses. Every yumpus is not red. Each yumpus is a numpus. Numpuses are not mean. Every numpus is an impus. Max is a vumpus.
Question: Is the following statement true or false? Max is red.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Rompuses are opaque. Each rompus is a dumpus. Dumpuses are shy. Dumpuses are numpuses. Numpuses are not sour. Every numpus is an impus. Each impus is mean. Impuses are zumpuses. Each tumpus is brown. Zumpuses are not brown. Zumpuses are jompuses. Jompuses are hot. Jompuses are wumpuses. Every wumpus is earthy. Every wumpus is a vumpus. Every vumpus is dull. Every vumpus is a yumpus. Wren is a rompus.
Question: Is the following statement true or false? Wren is not brown.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Each dumpus is not floral. Every yumpus is not cold. Every yumpus is a vumpus. Vumpuses are bright. Every vumpus is a zumpus. Every zumpus is not shy. Zumpuses are numpuses. Every numpus is not angry. Every numpus is a jompus. Each jompus is wooden. Each jompus is a wumpus. Wumpuses are floral. Every wumpus is a rompus. Rompuses are spicy. Each rompus is an impus. Impuses are not opaque. Every impus is a tumpus. Sally is a vumpus.
Question: Is the following statement true or false? Sally is floral.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Every rompus is not blue. Each rompus is a jompus. Jompuses are dull. Jompuses are yumpuses. Every yumpus is amenable. Every dumpus is feisty. Every yumpus is a zumpus. Zumpuses are floral. Each zumpus is a tumpus. Tumpuses are large. Tumpuses are vumpuses. Vumpuses are not feisty. Each vumpus is an impus. Every impus is transparent. Every impus is a wumpus. Each wumpus is not luminous. Every wumpus is a numpus. Polly is a jompus.
Question: Is the following statement true or false? Polly is feisty.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Vumpuses are mean. Vumpuses are impuses. Impuses are not opaque. Every impus is a jompus. Jompuses are brown. Every jompus is a yumpus. Each yumpus is nervous. Each yumpus is a zumpus. Zumpuses are bitter. Zumpuses are rompuses. Dumpuses are not earthy. Rompuses are earthy. Rompuses are numpuses. Numpuses are hot. Each numpus is a wumpus. Wumpuses are bright. Every wumpus is a tumpus. Fae is an impus.
Question: Is the following statement true or false? Fae is not earthy.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Impuses are happy. Impuses are vumpuses. Each vumpus is opaque. Vumpuses are rompuses. Every rompus is floral. Every rompus is a wumpus. Yumpuses are not large. Every wumpus is bitter. Every wumpus is a numpus. Numpuses are not cold. Numpuses are dumpuses. Every dumpus is bright. Dumpuses are jompuses. Each jompus is not red. Jompuses are zumpuses. Zumpuses are large. Every zumpus is a tumpus. Stella is a wumpus.
Question: Is the following statement true or false? Stella is not large.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Tumpuses are bright. Tumpuses are jompuses. Rompuses are not transparent. Every jompus is not angry. Each jompus is a wumpus. Wumpuses are not shy. Every wumpus is an impus. Impuses are small. Impuses are vumpuses. Every vumpus is brown. Vumpuses are dumpuses. Dumpuses are transparent. Dumpuses are yumpuses. Yumpuses are sour. Every yumpus is a numpus. Numpuses are liquid. Every numpus is a zumpus. Rex is a jompus.
Question: Is the following statement true or false? Rex is not transparent.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each tumpus is cold. Every tumpus is a vumpus. Vumpuses are luminous. Every vumpus is a yumpus. Yumpuses are happy. Yumpuses are jompuses. Every jompus is kind. Every rompus is not earthy. Jompuses are zumpuses. Each zumpus is not spicy. Each zumpus is a wumpus. Each wumpus is earthy. Wumpuses are numpuses. Every numpus is opaque. Numpuses are impuses. Every impus is dull. Every impus is a dumpus. Max is a vumpus.
Question: Is the following statement true or false? Max is earthy.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Each jompus is liquid. Dumpuses are bright. Dumpuses are impuses. Each impus is opaque. Impuses are yumpuses. Every yumpus is fruity. Each yumpus is a vumpus. Vumpuses are not orange. Every vumpus is a tumpus. Every tumpus is not liquid. Tumpuses are wumpuses. Each wumpus is small. Each wumpus is a numpus. Numpuses are feisty. Every numpus is a zumpus. Each zumpus is spicy. Zumpuses are rompuses. Sam is a dumpus.
Question: Is the following statement true or false? Sam is not liquid.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Each zumpus is not earthy. Each zumpus is a vumpus. Vumpuses are not hot. Vumpuses are yumpuses. Yumpuses are metallic. Yumpuses are wumpuses. Every wumpus is bright. Each wumpus is a dumpus. Each dumpus is spicy. Each dumpus is an impus. Every impus is opaque. Every tumpus is not opaque. Every impus is a numpus. Numpuses are not kind. Numpuses are rompuses. Each rompus is not nervous. Rompuses are jompuses. Rex is a vumpus.
Question: Is the following statement true or false? Rex is opaque.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Rompuses are fruity. Every rompus is a tumpus. Every tumpus is metallic. Tumpuses are wumpuses. Wumpuses are mean. Wumpuses are jompuses. Each jompus is not brown. Every dumpus is opaque. Jompuses are vumpuses. Vumpuses are not opaque. Each vumpus is a numpus. Every numpus is nervous. Every numpus is a yumpus. Yumpuses are temperate. Each yumpus is an impus. Each impus is sour. Each impus is a zumpus. Sally is a rompus.
Question: Is the following statement true or false? Sally is not opaque.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Jompuses are hot. Jompuses are rompuses. Each rompus is not transparent. Rompuses are dumpuses. Tumpuses are brown. Dumpuses are liquid. Dumpuses are wumpuses. Wumpuses are floral. Each wumpus is a vumpus. Each vumpus is spicy. Vumpuses are zumpuses. Each zumpus is not brown. Every zumpus is a yumpus. Stella is a rompus.
Question: Is the following statement true or false? Stella is brown.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Tumpuses are luminous. Tumpuses are jompuses. Each jompus is floral. Each jompus is a dumpus. Dumpuses are large. Dumpuses are zumpuses. Zumpuses are dull. Wumpuses are cold. Every zumpus is a yumpus. Each yumpus is not cold. Each yumpus is a vumpus. Each vumpus is not brown. Vumpuses are rompuses. Every rompus is transparent. Rompuses are impuses. Every impus is not nervous. Impuses are numpuses. Alex is a tumpus.
Question: Is the following statement true or false? Alex is cold.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Wumpuses are not liquid. Wumpuses are yumpuses. Each yumpus is opaque. Each yumpus is a jompus. Every jompus is bright. Every jompus is an impus. Impuses are not hot. Impuses are rompuses. Rompuses are nervous. Rompuses are numpuses. Numpuses are sour. Numpuses are vumpuses. Vumpuses are blue. Dumpuses are not sour. Vumpuses are zumpuses. Each zumpus is large. Each zumpus is a tumpus. Rex is a yumpus.
Question: Is the following statement true or false? Rex is not sour.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Zumpuses are angry. Impuses are shy. Impuses are vumpuses. Vumpuses are metallic. Vumpuses are tumpuses. Tumpuses are earthy. Every tumpus is a yumpus. Yumpuses are large. Yumpuses are numpuses. Numpuses are not angry. Every numpus is a jompus. Every jompus is not spicy. Every jompus is a wumpus. Each wumpus is transparent. Wumpuses are dumpuses. Dumpuses are brown. Each dumpus is a rompus. Max is an impus.
Question: Is the following statement true or false? Max is angry.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Every rompus is transparent. Each rompus is a dumpus. Each dumpus is not dull. Dumpuses are vumpuses. Each vumpus is hot. Vumpuses are jompuses. Every jompus is not metallic. Jompuses are impuses. Impuses are floral. Every impus is a numpus. Zumpuses are not blue. Numpuses are feisty. Numpuses are yumpuses. Yumpuses are spicy. Yumpuses are wumpuses. Every wumpus is blue. Wumpuses are tumpuses. Alex is a jompus.
Question: Is the following statement true or false? Alex is not blue.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Tumpuses are fruity. Each tumpus is a yumpus. Yumpuses are cold. Every yumpus is a zumpus. Zumpuses are spicy. Every zumpus is a rompus. Each rompus is not opaque. Rompuses are impuses. Impuses are kind. Impuses are vumpuses. Each jompus is not kind. Vumpuses are not feisty. Vumpuses are dumpuses. Dumpuses are not liquid. Dumpuses are wumpuses. Each wumpus is not large. Each wumpus is a numpus. Polly is a tumpus.
Question: Is the following statement true or false? Polly is not kind.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Every wumpus is not dull. Each wumpus is a tumpus. Tumpuses are hot. Tumpuses are yumpuses. Yumpuses are red. Yumpuses are rompuses. Each rompus is spicy. Every vumpus is mean. Rompuses are dumpuses. Each dumpus is large. Dumpuses are impuses. Impuses are not mean. Each impus is a jompus. Each jompus is transparent. Every jompus is a numpus. Numpuses are not liquid. Numpuses are zumpuses. Polly is a tumpus.
Question: Is the following statement true or false? Polly is not mean.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Each jompus is earthy. Every jompus is a zumpus. Each zumpus is liquid. Zumpuses are wumpuses. Every wumpus is not mean. Wumpuses are vumpuses. Each vumpus is transparent. Every vumpus is a yumpus. Every yumpus is small. Yumpuses are rompuses. Dumpuses are not small. Every rompus is not bright. Each rompus is a tumpus. Tumpuses are orange. Each tumpus is a numpus. Every numpus is hot. Numpuses are impuses. Alex is a jompus.
Question: Is the following statement true or false? Alex is not small.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Vumpuses are not bright. Each dumpus is metallic. Each dumpus is a wumpus. Wumpuses are spicy. Wumpuses are impuses. Impuses are red. Each impus is a numpus. Numpuses are opaque. Each numpus is a rompus. Each rompus is bright. Rompuses are zumpuses. Zumpuses are large. Zumpuses are yumpuses. Each yumpus is aggressive. Yumpuses are tumpuses. Tumpuses are not shy. Every tumpus is a jompus. Sam is a dumpus.
Question: Is the following statement true or false? Sam is bright.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Numpuses are not luminous. Every numpus is a jompus. Every jompus is brown. Jompuses are vumpuses. Each vumpus is cold. Every vumpus is a tumpus. Tumpuses are mean. Tumpuses are zumpuses. Every zumpus is opaque. Each zumpus is a wumpus. Every wumpus is not small. Every yumpus is not sour. Every wumpus is an impus. Every impus is sour. Every impus is a rompus. Every rompus is happy. Rompuses are dumpuses. Wren is a vumpus.
Question: Is the following statement true or false? Wren is not sour.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Dumpuses are aggressive. Each dumpus is a zumpus. Zumpuses are small. Zumpuses are yumpuses. Yumpuses are bitter. Every yumpus is a rompus. Each rompus is not blue. Each rompus is a numpus. Each impus is liquid. Numpuses are not happy. Each numpus is a wumpus. Wumpuses are not liquid. Wumpuses are vumpuses. Vumpuses are bright. Vumpuses are tumpuses. Each tumpus is floral. Tumpuses are jompuses. Max is a zumpus.
Question: Is the following statement true or false? Max is not liquid.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Each zumpus is mean. Jompuses are not feisty. Jompuses are impuses. Impuses are not orange. Impuses are numpuses. Each numpus is not luminous. Numpuses are tumpuses. Tumpuses are not earthy. Tumpuses are rompuses. Rompuses are not small. Rompuses are yumpuses. Each yumpus is hot. Yumpuses are vumpuses. Each vumpus is bitter. Vumpuses are wumpuses. Every wumpus is not mean. Wumpuses are dumpuses. Sally is a tumpus.
Question: Is the following statement true or false? Sally is mean.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each jompus is red. Each jompus is a dumpus. Every dumpus is amenable. Every dumpus is a tumpus. Tumpuses are not nervous. Each tumpus is a numpus. Every numpus is temperate. Every numpus is a vumpus. Each vumpus is not floral. Every vumpus is an impus. Impuses are bright. Impuses are wumpuses. Wumpuses are wooden. Rompuses are not bright. Each wumpus is a zumpus. Zumpuses are spicy. Every zumpus is a yumpus. Polly is a dumpus.
Question: Is the following statement true or false? Polly is not bright.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each wumpus is not amenable. Yumpuses are transparent. Each yumpus is a rompus. Each rompus is luminous. Rompuses are impuses. Impuses are not fruity. Each impus is a vumpus. Vumpuses are bitter. Vumpuses are jompuses. Jompuses are amenable. Every jompus is a zumpus. Zumpuses are not shy. Zumpuses are numpuses. Every numpus is cold. Every numpus is a dumpus. Every dumpus is small. Each dumpus is a tumpus. Wren is a yumpus.
Question: Is the following statement true or false? Wren is amenable.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Dumpuses are fruity. Dumpuses are vumpuses. Vumpuses are not happy. Every vumpus is a yumpus. Yumpuses are not bitter. Yumpuses are jompuses. Every jompus is not aggressive. Each jompus is a tumpus. Zumpuses are bright. Tumpuses are luminous. Every tumpus is a rompus. Rompuses are hot. Every rompus is a wumpus. Each wumpus is small. Every wumpus is a numpus. Every numpus is not bright. Each numpus is an impus. Fae is a jompus.
Question: Is the following statement true or false? Fae is not bright.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Wumpuses are spicy. Wumpuses are yumpuses. Yumpuses are aggressive. Numpuses are small. Every yumpus is a tumpus. Tumpuses are hot. Every tumpus is an impus. Impuses are not metallic. Impuses are rompuses. Every rompus is not small. Every rompus is a dumpus. Dumpuses are not floral. Every dumpus is a zumpus. Each zumpus is not bright. Each zumpus is a vumpus. Vumpuses are shy. Each vumpus is a jompus. Polly is a wumpus.
Question: Is the following statement true or false? Polly is small.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Wumpuses are not bitter. Every impus is not blue. Impuses are rompuses. Every rompus is temperate. Each rompus is a zumpus. Every zumpus is not small. Zumpuses are yumpuses. Yumpuses are not wooden. Yumpuses are tumpuses. Every tumpus is happy. Tumpuses are numpuses. Numpuses are transparent. Numpuses are dumpuses. Every dumpus is bitter. Each dumpus is a jompus. Jompuses are not amenable. Each jompus is a vumpus. Sally is a zumpus.
Question: Is the following statement true or false? Sally is not bitter.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Rompuses are not temperate. Each rompus is a jompus. Jompuses are nervous. Jompuses are tumpuses. Tumpuses are small. Tumpuses are impuses. Every impus is orange. Every impus is a vumpus. Vumpuses are not dull. Vumpuses are yumpuses. Every yumpus is luminous. Each wumpus is dull. Yumpuses are dumpuses. Dumpuses are transparent. Dumpuses are zumpuses. Each zumpus is angry. Each zumpus is a numpus. Stella is a rompus.
Question: Is the following statement true or false? Stella is not dull.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Each tumpus is sweet. Each tumpus is a wumpus. Wumpuses are not orange. Wumpuses are dumpuses. Every dumpus is not temperate. Dumpuses are jompuses. Every jompus is kind. Every jompus is a numpus. Numpuses are liquid. Numpuses are zumpuses. Each zumpus is large. Each zumpus is a vumpus. Every vumpus is happy. Each impus is not happy. Every vumpus is a yumpus. Yumpuses are transparent. Yumpuses are rompuses. Polly is a dumpus.
Question: Is the following statement true or false? Polly is happy.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Zumpuses are angry. Zumpuses are jompuses. Every jompus is not happy. Each jompus is a tumpus. Tumpuses are not earthy. Tumpuses are wumpuses. Each wumpus is blue. Every wumpus is a rompus. Rompuses are not transparent. Every rompus is a numpus. Every numpus is sweet. Numpuses are yumpuses. Yumpuses are not large. Every yumpus is a vumpus. Every impus is temperate. Every vumpus is not temperate. Each vumpus is a dumpus. Rex is a wumpus.
Question: Is the following statement true or false? Rex is temperate.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Each numpus is not transparent. Every numpus is a jompus. Jompuses are not shy. Each jompus is a zumpus. Zumpuses are not small. Zumpuses are dumpuses. Every dumpus is bitter. Each dumpus is a vumpus. Each vumpus is not amenable. Each vumpus is a wumpus. Each wumpus is not temperate. Wumpuses are tumpuses. Every impus is not red. Every tumpus is red. Tumpuses are rompuses. Rompuses are wooden. Rompuses are yumpuses. Sally is a zumpus.
Question: Is the following statement true or false? Sally is not red.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Every tumpus is fruity. Tumpuses are yumpuses. Yumpuses are not transparent. Yumpuses are rompuses. Every rompus is sour. Rompuses are numpuses. Every jompus is orange. Every numpus is dull. Every numpus is a dumpus. Every dumpus is not metallic. Dumpuses are vumpuses. Every vumpus is not orange. Every vumpus is a wumpus. Each wumpus is large. Wumpuses are zumpuses. Each zumpus is not temperate. Every zumpus is an impus. Fae is a yumpus.
Question: Is the following statement true or false? Fae is not orange.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
"Context: Tumpuses are not bright. Each tumpus is a jompus. Every jompus is hot. Each jompus is a numpus. Each numpus is not kind. Every numpus is an impus. Impuses are blue. Impuses are zumpuses. Every zumpus is small. Zumpuses are wumpuses. Wumpuses are luminous. Wumpuses are yumpuses. Every yumpus is shy. Each dumpus is not luminous. Every yumpus is a rompus. Stella is a jompus.
Question: Is the following statement true or false? Stella is not luminous.
Options: ['A) True', 'B) False']",B,ProntoQA,logical,Logical
"Context: Impuses are not blue. Every impus is a numpus. Numpuses are bitter. Numpuses are yumpuses. Yumpuses are not temperate. Each yumpus is a jompus. Rompuses are not opaque. Every jompus is metallic. Every jompus is a tumpus. Tumpuses are opaque. Every tumpus is a dumpus. Every dumpus is nervous. Dumpuses are zumpuses. Zumpuses are amenable. Zumpuses are wumpuses. Every wumpus is not fruity. Every wumpus is a vumpus. Sam is an impus.
Question: Is the following statement true or false? Sam is opaque.
Options: ['A) True', 'B) False']",A,ProntoQA,logical,Logical
